Testcase,Num,timestamp,End_detected,ASR_Result,TTS_Speak_directive,TTS_1st_data,TTS_1st_pcm_write,Dialog_Request_ID
weather,1,1716728682,3317,344,493,99,0,27ae4b1ae80186a4419e58e9ee53cb9d
weather,2,1716728691,3314,331,500,88,0,27ae4b3e0e0186a4419e58e9261b4552
weather,3,1716728700,3314,328,554,99,0,27ae4b61360186a4419e58e9ad7b4da9
weather,4,1716728709,3314,334,549,97,0,27ae4b845e0186a4419e58e963bffb73
weather,5,1716728718,3315,329,527,86,0,27ae4ba7870186a4419e58e9461321c4
weather,1,1716750290,3316,327,575,180,0,27af94d3ce01c6b4f6a3956a2b885bf9
weather,2,1716750299,3315,325,530,86,0,27af94f6f501c6b4f6a3956aacfee00f
weather,3,1716750308,3314,328,602,95,0,27af951a1d01c6b4f6a3956a32f6149f
weather,4,1716750317,3314,312,494,88,0,27af953d4501c6b4f6a3956a2b0141d6
weather,5,1716750326,3315,319,472,100,0,27af95606d01c6b4f6a3956a4e44b26b
weather,1,1716773421,3316,332,517,84,0,27b0f5c41301d5a4bae2fe732648138c
weather,2,1716773430,3314,331,460,84,0,27b0f5e73801d5a4bae2fe7357bbb1f6
weather,3,1716773439,3315,330,492,96,0,27b0f60a6001d5a4bae2fe733157e2f2
